Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,hour,day_of_week,month,is_peak_hour,is_weekend,Load_Type_encoded,usage_lag1,usage_lag4,usage_rolling_mean,usage_rolling_std
41.15,0.0,94.06,100.0,63000,17,2,1,1,0,2,140.51,116.53,119.5475,15.067935879431705
39.2,0.0,95.48,100.0,63900,17,2,1,1,0,2,114.01,118.62,121.3825,15.36141350917937
13.25,1.69,98.42,99.97,64800,18,2,1,1,0,2,125.96,105.05,113.525,28.725503766977983
12.74,0.54,94.33,99.99,65700,18,2,1,1,0,2,73.62,140.51,87.45250000000001,40.84211664038326
18.43,0.0,90.75,100.0,66600,18,2,1,1,0,2,36.22,114.01,68.905,41.6002832522409
4.18,1.94,99.37,99.86,67500,18,2,1,1,0,2,39.82,125.96,46.685,18.022159508043035
5.47,0.18,99.2,100.0,68400,19,2,1,0,0,2,37.08,73.62,39.025,3.050961597051123
0.86,1.58,99.97,99.91,69300,19,2,1,0,0,2,42.98,36.22,39.455,2.6137265860607264
3.74,0.79,99.56,99.98,70200,19,2,1,0,0,2,37.94,39.82,39.4275,2.6091809059576527
5.69,0.18,99.14,100.0,71100,19,2,1,0,0,2,39.71,37.08,40.957499999999996,2.5678054832899035
1.19,1.66,99.95,99.9,72000,20,2,1,0,0,2,43.2,42.98,39.545,2.6374545809701915
5.62,0.54,99.07,99.99,72900,20,2,1,0,0,1,37.33,37.94,40.31,2.4541529428054183
2.88,1.22,99.7,99.95,73800,20,2,1,0,0,1,41.0,39.71,39.707499999999996,2.9049770509731427
2.02,6.98,99.81,97.8,74700,20,2,1,0,0,1,37.3,43.2,37.0875,3.3905100402959705
0.0,23.83,100.0,38.13,75600,21,2,1,0,0,1,32.72,37.33,30.2125,14.004007462152245
0.0,24.8,100.0,30.56,76500,21,2,1,0,0,1,9.83,41.0,21.952499999999997,15.212164814166018
0.0,26.82,100.0,19.88,77400,21,2,1,0,0,1,7.96,37.3,13.9875,12.617208817062203
0.0,26.78,100.0,18.74,78300,21,2,1,0,0,1,5.44,32.72,7.085,2.2291478192394965
0.0,26.78,100.0,18.99,79200,22,2,1,0,0,1,5.11,9.83,5.922499999999999,1.3657324042507102
1.91,15.16,93.34,31.15,80100,22,2,1,0,0,2,5.18,7.96,5.175000000000001,0.1970617501036241
5.26,0.0,67.02,100.0,81000,22,2,1,0,0,2,4.97,5.44,5.0024999999999995,0.1896268265671725
5.15,0.0,66.94,100.0,81900,22,2,1,0,0,2,4.75,5.11,4.885,0.2397915762086437
4.97,0.0,68.24,100.0,82800,23,2,1,0,0,2,4.64,5.18,4.75,0.1555634919274173
4.39,0.0,73.22,100.0,83700,23,2,1,0,0,0,4.64,4.97,4.6875,0.05619905118413357
4.25,0.0,73.52,100.0,84600,23,2,1,0,0,0,4.72,4.75,4.6525,0.047169905879386055
4.43,0.0,71.8,100.0,85500,23,2,1,0,0,0,4.61,4.64,4.635,0.06350852977361988
4.5,0.0,71.25,100.0,0,0,2,1,0,0,0,4.57,4.64,4.6175,0.07088723453963153
4.57,0.0,71.02,100.0,900,0,3,1,0,0,0,4.57,4.72,4.590000000000001,0.02309401121536242
4.57,0.0,71.25,100.0,1800,0,3,1,0,0,0,4.61,4.61,4.5975,0.03403429673158893
4.68,0.0,70.41,100.0,2700,0,3,1,0,0,0,4.64,4.57,4.615,0.033166248215274356
4.79,0.0,69.34,100.0,3600,1,3,1,0,0,0,4.64,4.57,4.625,0.01732050867253311
4.64,0.0,70.48,100.0,4500,1,3,1,0,0,0,4.61,4.61,4.625,0.01732050867253311
4.93,0.0,68.3,100.0,5400,1,3,1,0,0,0,4.61,4.64,4.6175,0.015000000689224071
4.64,0.0,71.01,100.0,6300,1,3,1,0,0,0,4.61,4.64,4.6274999999999995,0.035000000295354466
4.79,0.0,69.58,100.0,7200,2,3,1,0,0,0,4.68,4.61,4.635,0.033166248215217
4.75,0.0,69.65,100.0,8100,2,3,1,0,0,0,4.64,4.61,4.635,0.033166248215217
4.9,0.0,68.76,100.0,9000,2,3,1,0,0,0,4.61,4.61,4.6425,0.028722813592542765
4.9,0.0,68.52,100.0,9900,2,3,1,0,0,0,4.64,4.68,4.625,0.017320508672532813
4.93,0.0,68.85,100.0,10800,3,3,1,0,0,0,4.61,4.64,4.635,0.033166248215216985
5.0,0.0,68.34,100.0,11700,3,3,1,0,0,0,4.68,4.61,4.6525,0.03403429673143567
4.86,0.0,68.82,100.0,12600,3,3,1,0,0,0,4.68,4.64,4.645,0.04041451909901706
4.86,0.0,68.82,100.0,13500,3,3,1,0,0,0,4.61,4.61,4.645,0.04041451909901706
5.15,0.0,67.25,100.0,14400,4,3,1,0,0,0,4.61,4.68,4.645,0.04041451909901706
4.72,0.0,69.87,100.0,15300,4,3,1,0,0,0,4.68,4.68,4.6275,0.035000000295354106
4.72,0.0,70.1,100.0,16200,4,3,1,0,0,0,4.61,4.61,4.635,0.033166248215216985
4.54,0.0,71.48,100.0,17100,4,3,1,0,0,0,4.64,4.61,4.6425,0.028722813592543306
4.64,0.0,70.48,100.0,18000,5,3,1,0,0,0,4.64,4.68,4.625,0.017320508672532833
4.5,0.0,71.56,100.0,18900,5,3,1,0,0,0,4.61,4.61,4.625,0.017320508672532833
4.5,0.0,71.79,100.0,19800,5,3,1,0,0,0,4.61,4.64,4.625,0.017320508672532833
4.39,0.0,72.42,100.0,20700,5,3,1,0,0,0,4.64,4.64,4.6175,0.015000000689223754
4.54,0.0,71.25,100.0,21600,6,3,1,0,0,0,4.61,4.61,4.6175,0.015000000689223754
4.64,0.0,70.48,100.0,22500,6,3,1,0,0,0,4.61,4.61,4.617500000000001,0.015000000689223754
4.82,0.0,69.35,100.0,23400,6,3,1,0,0,0,4.61,4.64,4.6175,0.015000000689223754
4.68,0.0,69.86,100.0,24300,6,3,1,0,0,0,4.64,4.61,4.6075,0.0287228135926584
4.57,0.0,71.25,100.0,25200,7,3,1,0,0,0,4.57,4.61,4.615,0.03316624821527408
4.61,0.0,70.17,100.0,26100,7,3,1,0,0,0,4.64,4.61,4.5975,0.05057996988941196
4.79,0.0,74.56,100.0,27000,7,3,1,0,0,0,4.54,4.64,4.7775,0.39058716486077716
4.9,0.0,82.15,100.0,27900,7,3,1,0,0,0,5.36,4.57,5.4,1.1653897774366575
4.68,0.0,85.78,100.0,28800,8,3,1,1,0,0,7.06,4.64,6.1925,1.5047341958034912
51.73,0.0,84.93,100.0,29700,8,3,1,1,0,0,7.81,4.54,25.865000000000002,38.25706601400605
74.88,0.0,87.63,100.0,30600,8,3,1,1,0,0,83.23,5.36,58.572500000000005,62.883059920776844
75.82,0.0,81.92,100.0,31500,8,3,1,1,0,0,136.19,7.06,83.88000000000001,55.13393268517437
53.6,0.0,92.57,100.0,32400,9,3,1,1,0,0,108.29,7.81,114.72250000000001,24.25460420208915
56.7,0.0,92.3,100.0,33300,9,3,1,1,0,1,131.18,83.23,127.92500000000001,13.295258553333907
46.22,0.0,94.06,100.0,34200,9,3,1,1,0,1,136.04,136.19,125.88250000000001,12.183366735020284
53.53,0.0,92.75,100.0,35100,9,3,1,1,0,1,128.02,108.29,132.02,3.3435709453613356
39.17,0.0,94.35,100.0,36000,10,3,1,1,0,1,132.84,131.18,127.0975,10.91466406568088
38.95,0.0,95.46,100.0,36900,10,3,1,1,0,2,111.49,136.04,124.28250000000001,9.148684331640226
30.89,0.0,95.25,100.0,37800,10,3,1,1,0,2,124.78,128.02,116.4425,15.856297119231028
41.04,0.0,95.28,100.0,38700,10,3,1,1,0,2,96.66,132.84,115.43499999999999,14.54055592701557
28.94,0.0,93.81,100.0,39600,11,3,1,1,0,2,128.81,111.49,107.155,23.932550358594657
59.04,0.0,87.13,100.0,40500,11,3,1,1,0,2,78.37,124.78,102.16,20.923720191846147
61.2,0.0,90.7,100.0,41400,11,3,1,1,0,2,104.8,96.66,110.9525,24.861167008006717
60.19,0.0,88.28,100.0,42300,11,3,1,1,0,2,131.83,128.81,107.0275,22.198910446235928
60.55,0.0,90.4,100.0,43200,12,3,1,1,0,2,113.11,78.37,119.4475,12.675994043861014
3.78,18.79,96.61,60.16,44100,12,3,1,1,0,1,128.05,104.8,96.785,55.67974227670245
0.0,26.39,100.0,28.51,45000,12,3,1,1,0,1,14.15,131.83,65.79,63.611380533151035
0.0,26.89,100.0,25.26,45900,12,3,1,1,0,1,7.85,113.11,39.267500000000005,59.273888784748095
0.07,26.46,100.0,27.71,46800,13,3,1,1,0,1,7.02,128.05,9.1625,3.343484958347032
21.24,1.19,96.52,99.99,47700,13,3,1,1,0,1,7.63,14.15,25.2175,35.4367392922471
51.95,0.0,93.37,100.0,48600,13,3,1,1,0,1,78.37,7.85,57.112500000000004,62.03033794039828
33.66,0.0,95.24,100.0,49500,13,3,1,1,0,1,135.43,7.02,81.6375,54.56753453290709
41.4,0.0,94.58,100.0,50400,14,3,1,1,0,1,105.12,7.63,109.88,24.38072052531125
41.72,0.0,94.28,100.0,51300,14,3,1,1,0,1,120.6,78.37,119.78,12.433645215033724
43.56,0.0,94.17,100.0,52200,14,3,1,1,0,1,117.97,135.43,116.405,7.701170906643464
44.35,0.0,93.9,100.0,53100,14,3,1,1,0,1,121.93,105.12,120.3925,1.7063093701507233
38.45,0.0,94.87,100.0,54000,15,3,1,1,0,1,121.07,120.6,119.09750000000001,2.983793726114086
41.15,0.0,94.2,100.0,54900,15,3,1,1,0,1,115.42,117.97,118.47749999999999,3.507813896621549
39.06,0.0,93.38,100.0,55800,15,3,1,1,0,1,115.49,121.93,113.475,8.145454765286727
51.8,0.0,93.63,100.0,56700,15,3,1,1,0,1,101.92,121.07,117.7225,14.984641859806485
49.97,0.0,92.19,100.0,57600,16,3,1,1,0,1,138.06,115.42,118.60249999999999,14.90751124992581
54.94,0.0,93.45,100.0,58500,16,3,1,1,0,1,118.94,115.49,125.80249999999998,19.231065796431125
28.73,0.0,95.09,100.0,59400,16,3,1,1,0,1,144.29,101.92,122.39,25.174297739294815
38.99,0.0,95.1,100.0,60300,16,3,1,1,0,1,88.27,138.06,117.8725,22.94788062109436
37.26,0.0,93.43,100.0,61200,17,3,1,1,0,1,119.99,118.94,112.54499999999999,24.999372658795508
43.88,0.0,94.79,100.0,62100,17,3,1,1,0,2,97.63,144.29,109.125,19.550954793393934
51.44,0.0,92.15,100.0,63000,17,3,1,1,0,2,130.61,88.27,117.5675,14.065116127023815
1.94,3.46,99.9,99.68,63900,17,3,1,1,0,2,122.04,119.99,98.335,39.40991964806156
7.09,2.12,99.42,99.95,64800,18,3,1,1,0,2,43.06,97.63,90.27250000000001,42.758798997009606
16.24,0.54,92.56,99.99,65700,18,3,1,1,0,2,65.38,130.61,67.5475,38.073151848338924
33.34,0.0,83.99,100.0,66600,18,3,1,1,0,2,39.71,122.04,49.934999999999995,11.447027270577422
15.26,0.0,94.99,100.0,67500,18,3,1,1,0,2,51.59,43.06,50.77,10.88645947955577
28.55,0.0,92.03,100.0,68400,19,3,1,0,0,2,46.4,65.38,51.22,11.69858965858747
18.0,0.0,94.76,100.0,69300,19,3,1,0,0,2,67.18,39.71,54.64,8.869689960760127
16.31,0.0,95.54,100.0,70200,19,3,1,0,0,2,53.39,51.59,54.9275,8.755780471589931
38.88,0.0,87.37,100.0,71100,19,3,1,0,0,2,52.74,46.4,60.7875,8.986973443082734
17.93,0.0,94.37,100.0,72000,20,3,1,0,0,2,69.84,67.18,56.7825,8.755220823410177
28.58,0.0,91.45,100.0,72900,20,3,1,0,0,1,51.16,53.39,59.58,9.091197207556032
39.92,0.0,86.65,100.0,73800,20,3,1,0,0,1,64.58,52.74,63.72,8.700268195100298
11.99,0.04,96.85,100.0,74700,20,3,1,0,0,1,69.3,69.84,57.915,10.75867866732132
3.1,2.77,99.64,99.71,75600,21,3,1,0,0,1,46.62,51.16,54.18,15.454121348904815
0.0,24.08,100.0,32.52,76500,21,3,1,0,0,1,36.22,64.58,40.105,25.316115420814697
0.0,25.56,100.0,23.14,77400,21,3,1,0,0,1,8.28,69.3,24.299999999999997,20.239216058599737
0.0,25.78,100.0,19.99,78300,21,3,1,0,0,1,6.08,46.62,13.959999999999999,14.894679139433775
0.0,25.85,100.0,19.54,79200,22,3,1,0,0,1,5.26,36.22,6.1925,1.4522023504612975
2.16,14.65,91.91,32.53,80100,22,3,1,0,0,2,5.15,8.28,5.3825,0.47359441158599747
6.37,0.0,60.34,100.0,81000,22,3,1,0,0,2,5.04,6.08,5.0675,0.18786076409285898
6.34,0.0,59.96,100.0,81900,22,3,1,0,0,2,4.82,5.26,4.94,0.1867261810394554
6.01,0.0,62.33,100.0,82800,23,3,1,0,0,2,4.75,5.15,4.85,0.12987173166474023
5.18,0.0,66.72,100.0,83700,23,3,1,0,0,0,4.79,5.04,4.75,0.07874007886046769
4.79,0.0,69.58,100.0,84600,23,3,1,0,0,0,4.64,4.82,4.705,0.07681145760211928
5.04,0.0,67.49,100.0,85500,23,3,1,0,0,0,4.64,4.75,4.67,0.08124038416310894
5.04,0.0,67.73,100.0,0,0,3,1,0,0,0,4.61,4.79,4.6325,0.015000000632580836
5.15,0.0,67.57,100.0,900,0,4,1,0,0,0,4.64,4.64,4.6525,0.047169905861398534
5.22,0.0,66.75,100.0,1800,0,4,1,0,0,0,4.72,4.64,4.6625,0.04787135558596347
5.54,0.0,64.53,100.0,2700,0,4,1,0,0,0,4.68,4.61,4.68,0.03265986352748743
5.58,0.0,64.58,100.0,3600,1,4,1,0,0,0,4.68,4.64,4.699999999999999,0.023094011178151904
5.36,0.0,65.77,100.0,4500,1,4,1,0,0,0,4.72,4.72,4.6899999999999995,0.020000000474133542
5.33,0.0,65.98,100.0,5400,1,4,1,0,0,0,4.68,4.68,4.6899999999999995,0.020000000474133542
4.86,0.0,68.82,100.0,6300,1,4,1,0,0,0,4.68,4.68,4.6725,0.0457347426540876
4.68,0.0,70.18,100.0,7200,2,4,1,0,0,0,4.61,4.72,4.645,0.040414519078024194
5.0,0.0,68.02,100.0,8100,2,4,1,0,0,0,4.61,4.68,4.635,0.0331662481896389
4.97,0.0,68.24,100.0,9000,2,4,1,0,0,0,4.64,4.68,4.625,0.017320508623559803
5.22,0.0,66.75,100.0,9900,2,4,1,0,0,0,4.64,4.61,4.6425,0.028722813563005337
5.04,0.0,67.73,100.0,10800,3,4,1,0,0,0,4.68,4.61,4.6499999999999995,0.020000000474340238
5.08,0.0,67.2,100.0,11700,3,4,1,0,0,0,4.64,4.64,4.6425,0.028722813563005337
5.04,0.0,68.05,100.0,12600,3,4,1,0,0,0,4.61,4.64,4.6525,0.034034296706504874
5.0,0.0,67.79,100.0,13500,3,4,1,0,0,0,4.68,4.68,4.635,0.033166248189638765
5.0,0.0,68.65,100.0,14400,4,4,1,0,0,0,4.61,4.64,4.654999999999999,0.05446711563539227
4.68,0.0,70.18,100.0,15300,4,4,1,0,0,0,4.72,4.61,4.655,0.05446711563539227
4.72,0.0,69.87,100.0,16200,4,4,1,0,0,0,4.61,4.68,4.6375,0.05500000017251078
4.86,0.0,68.82,100.0,17100,4,4,1,0,0,0,4.61,4.61,4.6375,0.05500000017251078
4.82,0.0,69.12,100.0,18000,5,4,1,0,0,0,4.61,4.72,4.61,0.0
4.97,0.0,68.55,100.0,18900,5,4,1,0,0,0,4.61,4.61,4.6275,0.03500000027111846
4.93,0.0,68.54,100.0,19800,5,4,1,0,0,0,4.68,4.61,4.635,0.03316624818963915
4.79,0.0,69.03,100.0,20700,5,4,1,0,0,0,4.64,4.61,4.625,0.04654746701642839
4.93,0.0,68.54,100.0,21600,6,4,1,0,0,0,4.57,4.61,4.6325,0.04573474265417848
4.79,0.0,69.34,100.0,22500,6,4,1,0,0,0,4.64,4.68,4.615,0.033166248189701764
4.82,0.0,69.35,100.0,23400,6,4,1,0,0,0,4.61,4.64,4.615,0.033166248189701764
4.72,0.0,69.87,100.0,24300,6,4,1,0,0,0,4.64,4.57,4.625,0.01732050862356062
4.9,0.0,68.52,100.0,25200,7,4,1,0,0,0,4.61,4.64,4.6175,0.015000000632679587
5.08,0.0,66.88,100.0,26100,7,4,1,0,0,0,4.61,4.61,4.6075,0.02872281356313242
4.97,0.0,73.14,100.0,27000,7,4,1,0,0,0,4.57,4.64,4.78,0.36715119503951876
5.18,0.0,80.3,100.0,27900,7,4,1,0,0,0,5.33,4.61,5.3725000000000005,1.1271313144522357
4.97,0.0,81.62,100.0,28800,8,4,1,1,0,0,6.98,4.61,5.9750000000000005,1.2236693453238774
45.22,0.0,84.73,100.0,29700,8,4,1,1,0,0,7.02,4.57,22.8675,32.85776962911535
66.56,0.0,87.03,100.0,30600,8,4,1,1,0,0,72.14,5.33,50.9375,54.02399736845355
62.35,0.0,84.55,100.0,31500,8,4,1,1,0,0,117.61,6.98,73.87,48.31193296346847
59.44,0.0,91.68,100.0,32400,9,4,1,1,0,0,98.71,7.02,106.235,27.466617920668682
36.47,0.0,95.73,100.0,33300,9,4,1,1,0,1,136.48,72.14,118.37749999999998,15.497749030100977
32.76,0.0,94.52,100.0,34200,9,4,1,1,0,1,120.71,117.61,112.67999999999999,19.536814820572214
39.02,0.0,94.67,100.0,35100,9,4,1,1,0,1,94.82,98.71,116.67749999999998,17.22460328522342
45.47,0.0,94.56,100.0,36000,10,4,1,1,0,1,114.7,136.48,115.5975,15.630782396710975
26.35,0.0,94.62,100.0,36900,10,4,1,1,0,2,132.16,120.71,104.69,23.906275326783938
45.4,0.0,94.29,100.0,37800,10,4,1,1,0,2,77.08,94.82,113.125,25.181296630634353
46.04,0.0,94.46,100.0,38700,10,4,1,1,0,2,128.56,114.7,117.57,27.051779978404305
43.81,0.0,93.38,100.0,39600,11,4,1,1,0,2,132.48,132.16,113.10499999999999,25.255206063964913
63.86,0.0,89.74,100.0,40500,11,4,1,1,0,2,114.3,77.08,126.2975,8.162974845810073
65.99,0.0,87.67,100.0,41400,11,4,1,1,0,2,129.85,128.56,124.22749999999999,8.443030163000028
63.79,0.0,89.78,100.0,42300,11,4,1,1,0,2,120.28,132.48,123.615,7.701058368821462
42.19,0.0,91.83,100.0,43200,12,4,1,1,0,2,130.03,114.3,119.51,15.122122866846297
0.72,20.2,99.67,40.17,44100,12,4,1,1,0,1,97.88,129.85,89.2625,55.265714733458395
0.0,26.32,100.0,28.81,45000,12,4,1,1,0,1,8.86,120.28,61.1725,62.346403999482355
0.0,25.74,100.0,30.76,45900,12,4,1,1,0,1,7.92,130.03,30.744999999999997,44.75832399304819
0.0,25.81,100.0,30.31,46800,13,4,1,1,0,1,8.32,97.88,8.3275,0.39305427955348526
10.12,7.6,98.02,98.87,47700,13,4,1,1,0,1,8.21,8.86,18.6325,20.965678898301245
41.83,0.0,94.8,100.0,48600,13,4,1,1,0,1,50.08,7.92,47.81,54.875876302798154
36.43,0.0,95.26,100.0,49500,13,4,1,1,0,1,124.63,8.32,74.2425,54.97773693353824
19.37,0.0,96.35,100.0,50400,14,4,1,1,0,1,114.05,8.21,89.6225,35.50374944988206
29.77,0.0,92.52,100.0,51300,14,4,1,1,0,1,69.73,50.08,95.2475,28.17696266455986
36.65,0.0,92.16,100.0,52200,14,4,1,1,0,1,72.58,124.63,85.85249999999999,20.270070506373045
59.04,0.0,91.31,100.0,53100,14,4,1,1,0,1,87.05,114.05,90.39750000000001,28.900822796822474
28.76,0.0,94.33,100.0,54000,15,4,1,1,0,1,132.23,69.73,93.395,26.570573322129633
36.9,0.0,93.45,100.0,54900,15,4,1,1,0,1,81.72,72.58,99.46000000000001,22.726291675795522
56.52,0.0,91.69,100.0,55800,15,4,1,1,0,1,96.84,87.05,110.16,24.906739382477685
38.09,0.0,92.53,100.0,56700,15,4,1,1,0,1,129.85,132.23,100.34,20.69143623176827
66.92,0.0,90.94,100.0,57600,16,4,1,1,0,1,92.95,81.72,116.495,25.882852109714097
39.02,0.0,92.97,100.0,58500,16,4,1,1,0,1,146.34,96.84,116.91000000000001,25.472718739859673
60.62,0.0,90.59,100.0,59400,16,4,1,1,0,1,98.5,129.85,116.86500000000001,25.442379998734356
44.93,0.0,93.75,100.0,60300,16,4,1,1,0,1,129.67,92.95,123.89500000000001,19.91662036256815
27.79,0.0,92.91,100.0,61200,17,4,1,1,0,1,121.07,146.34,104.76,26.757636916090558
66.35,0.0,91.01,100.0,62100,17,4,1,1,0,2,69.8,98.5,116.5575,32.798712754212346
51.98,0.0,91.47,100.0,63000,17,4,1,1,0,2,145.69,129.67,113.56000000000002,31.731419760231322
1.8,6.98,99.91,98.62,63900,17,4,1,1,0,2,117.68,121.07,93.67750000000002,46.796987349614724
13.5,3.56,98.42,99.89,64800,18,4,1,1,0,2,41.54,69.8,94.9925,45.96895138750357
18.9,0.61,91.68,99.99,65700,18,4,1,1,0,2,75.06,145.69,69.41500000000002,35.666104824235234
45.68,0.0,83.21,100.0,66600,18,4,1,1,0,2,43.38,117.68,57.13000000000002,17.16375638761331
24.62,0.0,92.47,100.0,67500,18,4,1,1,0,2,68.54,41.54,61.69500000000002,13.717476687301845
27.65,0.0,92.03,100.0,68400,19,4,1,0,0,2,59.8,75.06,59.19250000000002,11.136879799417331
27.72,0.0,92.4,100.0,69300,19,4,1,0,0,2,65.05,43.38,65.09750000000003,3.8094651855611907
20.92,0.0,93.93,100.0,70200,19,4,1,0,0,2,67.0,68.54,62.28250000000001,4.513006204294752
19.66,0.0,94.28,100.0,71100,19,4,1,0,0,2,57.28,59.8,61.23750000000001,5.626119888520241
16.34,0.0,95.36,100.0,72000,20,4,1,0,0,2,55.62,65.05,57.91750000000002,6.479929912172656
4.18,0.04,99.56,100.0,72900,20,4,1,0,0,1,51.77,67.0,52.210000000000015,5.835757591493191
11.52,0.07,97.89,100.0,73800,20,4,1,0,0,1,44.17,57.28,51.677500000000016,5.290641895523686
1.4,4.43,99.93,99.33,74700,20,4,1,0,0,1,55.15,55.62,47.28500000000001,7.680319003791723
0.0,17.64,100.0,74.18,75600,21,4,1,0,0,1,38.05,51.77,39.22000000000002,14.923364231968776
0.0,24.05,100.0,36.13,76500,21,4,1,0,0,1,19.51,44.17,30.507500000000014,20.281331933578862
0.0,26.68,100.0,17.03,77400,21,4,1,0,0,1,9.32,55.15,17.872500000000013,14.819492512678707
0.0,26.64,100.0,16.8,78300,21,4,1,0,0,1,4.61,38.05,9.495000000000015,7.041451081513035
0.0,26.6,100.0,16.82,79200,22,4,1,0,0,1,4.54,19.51,5.752500000000015,2.3785622407962
1.44,15.19,94.78,27.12,80100,22,4,1,0,0,2,4.54,9.32,4.492500000000014,0.14545904351933345
4.32,0.0,68.84,100.0,81000,22,4,1,0,0,2,4.28,4.61,4.365000000000014,0.21501937899075882
4.21,0.0,70.12,100.0,81900,22,4,1,0,0,2,4.1,4.54,4.265000000000014,0.19891371665854143
4.07,0.0,70.71,100.0,82800,23,4,1,0,0,2,4.14,4.54,4.147500000000014,0.09287087814949943
3.2,0.0,78.31,100.0,83700,23,4,1,0,0,0,4.07,4.28,4.085000000000014,0.046547466901345334
3.85,0.0,72.65,100.0,84600,23,4,1,0,0,0,4.03,4.1,4.077500000000015,0.04573474253707541
4.39,0.0,68.61,100.0,85500,23,4,1,0,0,0,4.07,4.14,4.077500000000014,0.04573474253707541
4.5,0.0,67.71,100.0,0,0,4,1,0,0,0,4.14,4.07,4.095000000000014,0.05446711553709139
4.5,0.0,67.71,100.0,900,0,5,1,0,1,0,4.14,4.03,4.122500000000014,0.035000000118022095
4.82,0.0,65.16,100.0,1800,0,5,1,0,1,0,4.14,4.07,4.14,0.0
4.68,0.0,65.9,100.0,2700,0,5,1,0,1,0,4.14,4.14,4.130000000000013,0.020000000206521543
4.93,0.0,64.31,100.0,3600,1,5,1,0,1,0,4.1,4.14,4.130000000000014,0.020000000206521543
4.64,0.0,66.58,100.0,4500,1,5,1,0,1,0,4.14,4.14,4.130000000000013,0.020000000206521543
4.57,0.0,67.49,100.0,5400,1,5,1,0,1,0,4.14,4.14,4.140000000000014,0.03265986336356231
5.0,0.0,63.78,100.0,6300,1,5,1,0,1,0,4.18,4.1,4.150000000000014,0.020000000206473065
5.36,0.0,61.5,100.0,7200,2,5,1,0,1,0,4.14,4.14,4.1600000000000135,0.0230940109463751
5.47,0.0,60.72,100.0,8100,2,5,1,0,1,0,4.18,4.14,4.170000000000014,0.0200000002064251
5.4,0.0,61.21,100.0,9000,2,5,1,0,1,0,4.18,4.18,4.170000000000014,0.0200000002064251
5.58,0.0,60.86,100.0,9900,2,5,1,0,1,0,4.18,4.14,4.205000000000014,0.050000000082536834
5.62,0.0,59.95,100.0,10800,3,5,1,0,1,0,4.28,4.18,4.212500000000014,0.04716990574776427
5.54,0.0,59.86,100.0,11700,3,5,1,0,1,0,4.21,4.18,4.202500000000014,0.05909032640729451
5.54,0.0,60.23,100.0,12600,3,5,1,0,1,0,4.14,4.18,4.202500000000014,0.05909032640729451
5.72,0.0,59.0,100.0,13500,3,5,1,0,1,0,4.18,4.28,4.177500000000014,0.02872281337641439
5.76,0.0,59.64,100.0,14400,4,5,1,0,1,0,4.18,4.21,4.195000000000014,0.0597215762930061
5.8,0.0,58.74,100.0,15300,4,5,1,0,1,0,4.28,4.14,4.212500000000015,0.04716990574776464
5.58,0.0,59.95,100.0,16200,4,5,1,0,1,0,4.21,4.18,4.212500000000015,0.04716990574776464
5.83,0.0,58.54,100.0,17100,4,5,1,0,1,0,4.18,4.18,4.220000000000014,0.04242640696844682
5.83,0.0,58.27,100.0,18000,5,5,1,0,1,0,4.21,4.28,4.195000000000014,0.017320508313980607
5.51,0.0,61.08,100.0,18900,5,5,1,0,1,0,4.18,4.21,4.205000000000014,0.03316624802798357
5.29,0.0,62.0,100.0,19800,5,5,1,0,1,0,4.25,4.18,4.205000000000014,0.03316624802798357
5.26,0.0,61.85,100.0,20700,5,5,1,0,1,0,4.18,4.21,4.187500000000014,0.04573474253696054
5.4,0.0,60.84,100.0,21600,6,5,1,0,1,0,4.14,4.18,4.1775000000000135,0.05188127480048103
5.47,0.0,60.35,100.0,22500,6,5,1,0,1,0,4.14,4.25,4.150000000000014,0.020000000206474813
5.29,0.0,62.27,100.0,23400,6,5,1,0,1,0,4.14,4.18,4.157500000000014,0.035000000117975355
5.4,0.0,61.49,100.0,24300,6,5,1,0,1,0,4.21,4.14,4.175000000000014,0.04041451894542241
5.51,0.0,60.07,100.0,25200,7,5,1,0,1,0,4.21,4.14,4.175000000000014,0.04041451894542241
5.22,0.0,61.49,100.0,26100,7,5,1,0,1,0,4.14,4.14,4.157500000000014,0.06701989760455403
5.29,0.0,61.26,100.0,27000,7,5,1,0,1,0,4.07,4.21,4.130000000000014,0.060553007150162076
5.26,0.0,61.48,100.0,27900,7,5,1,0,1,0,4.1,4.21,4.102500000000014,0.028722813376540438
5.29,0.0,62.0,100.0,28800,8,5,1,1,1,0,4.1,4.14,4.112500000000014,0.047169905747866385
5.11,0.0,62.3,100.0,29700,8,5,1,1,1,0,4.18,4.07,4.112500000000014,0.047169905747866385
5.11,0.0,62.3,100.0,30600,8,5,1,1,1,0,4.07,4.1,4.105000000000015,0.051961524306580034
5.08,0.14,62.53,99.94,31500,8,5,1,1,1,0,4.07,4.1,4.097500000000014,0.055000000075127405
0.0,20.7,100.0,20.61,32400,9,5,1,1,1,0,4.07,4.18,4.142500000000014,0.14500000002848215
0.0,26.5,100.0,16.89,33300,9,5,1,1,1,0,4.36,4.07,4.260000000000014,0.231372715205536
0.0,26.39,100.0,16.56,34200,9,5,1,1,1,0,4.54,4.07,4.350000000000014,0.20083160443907636
0.0,20.99,100.0,18.72,35100,9,5,1,1,1,0,4.43,4.07,4.332500000000014,0.23371991786803709
